-5.0000	-0.025831								
-4.9000	-0.12158								
-4.8000	0.016494								
-4.7000	-0.045921								
-4.6000	-0.076065								
-4.5000	0.026562								
-4.4000	0.077556								
-4.3000	-0.013707								
-4.2000	-0.0081880								
-4.1000	-0.033270								
-4.0000	0.0037452								
-3.9000	-0.053284								
-3.8000	-0.0054512								
-3.7000	0.041066								
-3.6000	0.092738								
-3.5000	0.053632								
-3.4000	-0.016851								
-3.3000	0.092045								
-3.2000	0.020996								
-3.1000	-0.0066192								
-3.0000	0.00019111								
-2.9000	0.059939								
-2.8000	-0.024875								
-2.7000	0.079320								
-2.6000	0.060088								
-2.5000	-0.022028								
-2.4000	0.13046								
-2.3000	0.10731								
-2.2000	0.14982								
-2.1000	0.16159								
-2.0000	0.22206								
-1.9000	0.25158								
-1.8000	0.34278								
-1.7000	0.38343								
-1.6000	0.54907								
-1.5000	0.56681								
-1.4000	0.59224								
-1.3000	0.65203								
-1.2000	0.73288								
-1.1000	0.84548								
-1.0000	0.93289								
-0.90000	1.0781								
-0.80000	1.1690								
-0.70000	1.2763								
-0.60000	1.2919								
-0.50000	1.4844								
-0.40000	1.5062								
-0.30000	1.4883								
-0.20000	1.4930								
-0.10000	1.6628								
0.0000	1.5755								
0.10000	1.5926								
0.20000	1.5764								
0.30000	1.5142								
0.40000	1.4382								
0.50000	1.4292								
0.60000	1.3341								
0.70000	1.2107								
0.80000	1.0660								
0.90000	1.0059								
1.0000	1.0504								
1.1000	0.88124								
1.2000	0.74265								
1.3000	0.66184								
1.4000	0.49821								
1.5000	0.49012								
1.6000	0.37133								
1.7000	0.35198								
1.8000	0.30024								
1.9000	0.27047								
2.0000	0.22774								
2.1000	0.11572								
2.2000	0.15640								
2.3000	0.10500								
2.4000	0.13697								
2.5000	0.041779								
2.6000	0.064045								
2.7000	0.042774								
2.8000	0.078063								
2.9000	0.0021299								
3.0000	0.022722								
3.1000	0.066931								
3.2000	0.0071469								
3.3000	0.073340								
3.4000	-0.027918								
3.5000	0.042668								
3.6000	0.0094186								
3.7000	-0.013309								
3.8000	-0.015638								
3.9000	-0.0035235								
4.0000	-0.040507								
4.1000	-0.036003								
4.2000	0.019980								
4.3000	0.060738								
4.4000	-0.00085499								
4.5000	-0.052465								
4.6000	0.053620								
4.7000	-0.010154								
4.8000	-0.087710								
4.9000	0.077669
