-5.0000	14.558								
-4.9000	13.465								
-4.8000	12.865								
-4.7000	11.967								
-4.6000	11.305								
-4.5000	11.049								
-4.4000	10.040								
-4.3000	9.5047								
-4.2000	9.3372								
-4.1000	8.5574								
-4.0000	8.4468								
-3.9000	7.6281								
-3.8000	7.5037								
-3.7000	6.9723								
-3.6000	6.9057								
-3.5000	6.4592								
-3.4000	6.3372								
-3.3000	5.8163								
-3.2000	5.9143								
-3.1000	5.6606								
-3.0000	5.4716								
-2.9000	4.9656								
-2.8000	5.0636								
-2.7000	5.0852								
-2.6000	4.7302								
-2.5000	4.7334								
-2.4000	4.5716								
-2.3000	4.2921								
-2.2000	4.3061								
-2.1000	4.3691								
-2.0000	4.1095								
-1.9000	3.9297								
-1.8000	3.8823								
-1.7000	4.2242								
-1.6000	4.0927								
-1.5000	3.6589								
-1.4000	3.9940								
-1.3000	3.8582								
-1.2000	3.8872								
-1.1000	3.7410								
-1.0000	3.6292								
-0.90000	3.7333								
-0.80000	3.6054								
-0.70000	3.4653								
-0.60000	3.2192								
-0.50000	3.4498								
-0.40000	3.7159								
-0.30000	3.4658								
-0.20000	3.4931								
-0.10000	3.5688								
0.0000	3.5174								
0.10000	3.3012								
0.20000	3.4211								
0.30000	3.4501								
0.40000	3.2016								
0.50000	3.2999								
0.60000	3.6212								
0.70000	3.2781								
0.80000	3.3541								
0.90000	3.3166								
1.0000	3.1550								
1.1000	3.1508								
1.2000	3.2444								
1.3000	3.2796								
1.4000	3.3613								
1.5000	3.2836								
1.6000	3.3036								
1.7000	3.4249								
1.8000	3.3542								
1.9000	3.1499								
2.0000	3.3919								
2.1000	3.0944								
2.2000	3.4580								
2.3000	3.3864								
2.4000	3.3027								
2.5000	3.4222								
2.6000	3.3071								
2.7000	3.3357								
2.8000	3.1813								
2.9000	3.1849								
3.0000	3.3079								
3.1000	3.0034								
3.2000	3.1817								
3.3000	3.2640								
3.4000	3.1652								
3.5000	3.2023								
3.6000	3.3362								
3.7000	2.9978								
3.8000	3.1708								
3.9000	3.0607								
4.0000	3.3390								
4.1000	3.2709								
4.2000	3.5312								
4.3000	3.0687								
4.4000	3.3675								
4.5000	3.5175								
4.6000	3.0833								
4.7000	3.2382								
4.8000	3.0924								
4.9000	2.9871								
