-50.000	-278.27								
-40.000	-248.00								
-30.000	-212.06								
-20.000	-199.27								
-10.000	-131.18								
0.0000	-87.666								
10.000	-16.662								
20.000	11.635								
30.000	120.30								
40.000	171.20								
50.000	263.05								
60.000	257.79								
70.000	306.21								
80.000	314.22								
90.000	403.82								
100.00	371.07								
110.00	383.14								
120.00	392.51								
130.00	383.61								
140.00	370.66								
150.00	305.22								
160.00	252.92								
170.00	315.99								
180.00	166.90								
190.00	152.87								
200.00	72.274								
210.00	20.875								
220.00	-50.404								
230.00	-74.908								
240.00	-119.60								
250.00	-164.82								
260.00	-221.43								
270.00	-262.75								
280.00	-267.40								
290.00	-307.33								
300.00	-286.51								
310.00	-306.27								
320.00	-227.07								
330.00	-204.49								
340.00	-198.59								
350.00	-151.16								
360.00	-74.266								
370.00	-26.466								
380.00	30.523								
390.00	61.692								
400.00	157.99								
410.00	185.12								
420.00	210.45								
430.00	301.43								
440.00	394.80								
450.00	323.07								
460.00	368.42								
470.00	368.63								
480.00	400.77								
490.00	400.76								
500.00	334.98								
510.00	315.24								
520.00	294.18								
530.00	285.48								
540.00	176.70								
550.00	162.24								
560.00	-4.9072								
570.00	13.008								
580.00	-36.616								
590.00	-119.17								
600.00	-132.65								
610.00	-172.75								
620.00	-227.45								
630.00	-235.89								
640.00	-285.12								
650.00	-281.07								
660.00	-276.81								
670.00	-291.36								
680.00	-216.07								
690.00	-193.89								
700.00	-132.86								
710.00	-95.725								
720.00	-76.517								
730.00	-42.731								
740.00	46.808								
750.00	52.931								
760.00	156.54								
770.00	181.21								
780.00	264.35								
790.00	282.71								
800.00	349.46								
810.00	381.75								
820.00	381.76								
830.00	398.25								
840.00	357.32								
850.00	372.82								
860.00	345.45								
870.00	309.51								
880.00	321.94								
890.00	175.67								
900.00	192.91								
910.00	118.39								
920.00	53.899								
930.00	12.407								
940.00	-6.1858
