-50.000	-91.444								
-49.900	-91.259								
-49.800	-91.123								
-49.700	-90.868								
-49.600	-90.745								
-49.500	-90.674								
-49.400	-90.417								
-49.300	-90.413								
-49.200	-90.027								
-49.100	-89.861								
-49.000	-89.716								
-48.900	-89.481								
-48.800	-89.263								
-48.700	-89.139								
-48.600	-88.771								
-48.500	-88.499								
-48.400	-88.328								
-48.300	-88.137								
-48.200	-87.926								
-48.100	-87.646								
-48.000	-87.395								
-47.900	-86.957								
-47.800	-86.717								
-47.700	-86.606								
-47.600	-86.094								
-47.500	-85.768								
-47.400	-85.253								
-47.300	-84.950								
-47.200	-84.618								
-47.100	-84.195								
-47.000	-83.717								
-46.900	-83.313								
-46.800	-83.003								
-46.700	-82.705								
-46.600	-82.214								
-46.500	-81.910								
-46.400	-81.625								
-46.300	-81.726								
-46.200	-81.414								
-46.100	-81.549								
-46.000	-81.565								
-45.900	-81.695								
-45.800	-81.583								
-45.700	-81.797								
-45.600	-82.100								
-45.500	-81.894								
-45.400	-81.955								
-45.300	-82.181								
-45.200	-82.196								
-45.100	-82.313								
-45.000	-82.500								
-44.900	-82.421								
-44.800	-82.681								
-44.700	-82.554								
-44.600	-82.580								
-44.500	-82.561								
-44.400	-82.570								
-44.300	-82.753								
-44.200	-82.597								
-44.100	-82.507								
-44.000	-82.377								
-43.900	-82.353								
-43.800	-82.240								
-43.700	-82.251								
-43.600	-82.075								
-43.500	-82.006								
-43.400	-82.033								
-43.300	-81.929								
-43.200	-81.726								
-43.100	-81.434								
-43.000	-81.439								
-42.900	-81.579								
-42.800	-81.293								
-42.700	-81.109								
-42.600	-80.973								
-42.500	-80.940								
-42.400	-80.908								
-42.300	-80.843								
-42.200	-80.722								
-42.100	-80.528								
-42.000	-80.342								
-41.900	-80.481								
-41.800	-80.074								
-41.700	-80.101								
-41.600	-79.841								
-41.500	-79.649								
-41.400	-79.698								
-41.300	-79.393								
-41.200	-79.408								
-41.100	-79.318								
-41.000	-79.290								
-40.900	-78.895								
-40.800	-78.848								
-40.700	-78.861								
-40.600	-78.414								
-40.500	-78.356								
-40.400	-78.373								
-40.300	-78.034								
-40.200	-78.115								
-40.100	-77.979
